Date,Open,High,Low,Close,Adj Close,Volume
2018-08-13,138.500000,139.449997,137.850006,139.050003,139.050003,288384
2018-08-14,139.699997,140.899994,139.399994,139.800003,139.800003,361658
2018-08-15,140.250000,140.500000,137.600006,138.100006,138.100006,342964
2018-08-16,138.649994,139.750000,137.699997,139.199997,139.199997,410302
2018-08-17,139.449997,139.500000,138.350006,138.949997,138.949997,239483
2018-08-20,139.100006,140.050003,138.550003,139.449997,139.449997,243644
2018-08-21,139.600006,140.250000,139.149994,139.149994,139.149994,251094
2018-08-22,139.149994,139.350006,138.149994,138.649994,138.649994,288655
2018-08-23,139.000000,139.699997,138.350006,138.350006,138.350006,272119
2018-08-24,138.600006,138.850006,138.199997,138.399994,138.399994,245368
2018-08-27,138.649994,139.000000,138.300003,138.300003,138.300003,184303
2018-08-28,138.899994,138.899994,138.050003,138.449997,138.449997,349055
2018-08-29,135.250000,138.899994,135.000000,138.449997,138.449997,550753
2018-08-30,138.149994,138.399994,134.750000,135.600006,135.600006,520351
2018-08-31,135.300003,136.000000,134.800003,136.000000,136.000000,576043
2018-09-03,136.000000,136.250000,135.600006,136.250000,136.250000,241796
2018-09-04,136.449997,136.500000,135.649994,136.250000,136.250000,483374
2018-09-05,135.649994,135.699997,133.750000,134.699997,134.699997,866906
2018-09-06,133.899994,134.149994,132.649994,132.750000,132.750000,542945
2018-09-07,132.649994,133.949997,132.500000,133.899994,133.899994,449612
2018-09-10,134.199997,134.699997,133.399994,134.300003,134.300003,360468
2018-09-11,134.250000,135.199997,134.050003,134.300003,134.300003,349031
2018-09-12,134.300003,135.000000,133.449997,134.800003,134.800003,523228
2018-09-13,134.949997,135.250000,134.100006,134.199997,134.199997,255005
2018-09-14,134.300003,135.100006,133.899994,134.800003,134.800003,437178
2018-09-17,134.500000,135.050003,134.149994,134.399994,134.399994,339391
2018-09-18,134.550003,135.350006,134.350006,134.350006,134.350006,445899
2018-09-19,134.449997,134.949997,133.250000,133.550003,133.550003,527331
2018-09-20,133.550003,134.550003,133.100006,134.300003,134.300003,748938
2018-09-21,134.699997,136.649994,134.699997,136.500000,136.500000,1170863
2018-09-24,136.500000,136.949997,135.899994,136.100006,136.100006,332274
2018-09-25,135.949997,137.399994,135.850006,137.000000,137.000000,356490
2018-09-26,137.399994,139.699997,137.350006,138.449997,138.449997,808914
2018-09-27,138.100006,140.949997,137.949997,140.850006,140.850006,761295
2018-09-28,140.649994,142.149994,140.350006,141.300003,141.300003,620558
2018-10-01,141.899994,142.199997,140.750000,141.300003,141.300003,448082
2018-10-02,141.050003,141.050003,139.350006,140.250000,140.250000,487305
2018-10-03,140.500000,142.250000,139.899994,141.800003,141.800003,312060
2018-10-04,141.449997,141.550003,137.899994,138.050003,138.050003,520755
2018-10-05,138.000000,138.399994,136.899994,137.750000,137.750000,428497
2018-10-08,137.600006,137.850006,135.600006,135.949997,135.949997,384501
2018-10-09,136.149994,138.399994,135.500000,137.800003,137.800003,646139
2018-10-10,138.149994,138.550003,132.149994,132.199997,132.199997,822373
2018-10-11,131.250000,132.050003,129.800003,130.100006,130.100006,708127
2018-10-12,131.149994,131.500000,130.000000,130.699997,130.699997,578709
2018-10-15,130.949997,131.000000,128.800003,129.350006,129.350006,402144
2018-10-16,129.699997,131.149994,129.350006,130.649994,130.649994,577996
2018-10-17,130.800003,131.149994,128.350006,129.899994,129.899994,641667
2018-10-18,130.699997,132.149994,129.750000,130.800003,130.800003,754182
2018-10-19,131.699997,132.899994,130.449997,132.199997,132.199997,790936
2018-10-22,133.949997,134.300003,132.449997,132.649994,132.649994,413017
2018-10-23,128.050003,130.899994,127.050003,129.500000,129.500000,865115
